ID,学历,身高,购车,月薪,住房,体重,星座,民族,属相,血型,年龄,婚姻,文件名
4068860,本科,161cm,暂未购车,5000～10000元,暂未购房,50公斤,处女座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183369925,本科,164cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
27754872,本科,157cm,暂未购车,5000～10000元,与人合租,--,天蝎座,汉族,猴,AB型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
26408681,大专,160cm,--,2000元以下,住亲朋家,--,天秤座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
25216725,硕士,165cm,--,2000～5000元,--,--,双子座,--,猴,--,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
24979465,本科,158cm,--,2000～5000元,与人合租,--,射手座,汉族,鼠,B型,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
24494489,本科,170cm,暂未购车,2000～5000元,住单位房,--,处女座,汉族,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
20059265,大专,158cm,已购车（经济型）,10000～20000元,暂未购房,40公斤,双子座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
19134592,硕士,158cm,已经购车,5000～10000元,已购住房,44公斤,狮子座,汉族,鸡,AB型,37岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
19066062,博士,161cm,--,20000～50000元,--,--,白羊座,--,兔,--,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
18713646,本科,162cm,暂未购车,2000～5000元,暂未购房,52公斤,天蝎座,汉族,鼠,O型,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
18131732,本科,172cm,--,2000～5000元,--,--,处女座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
17366904,大专,155cm,暂未购车,2000元以下,暂未购房,50公斤,水瓶座,汉族,虎,B型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
16580334,本科,168cm,--,2000元以下,暂未购房,63公斤,射手座,汉族,牛,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
14669071,大专,165cm,暂未购车,5000～10000元,与父母同住,--,水瓶座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183372004,本科,163cm,--,5000～10000元,--,--,处女座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183360308,本科,163cm,--,10000～20000元,--,--,金牛座,--,猴,--,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183251528,本科,170cm,--,5000～10000元,--,--,双鱼座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
179215826,双学士,166cm,暂未购车,5000～10000元,与父母同住,55公斤,射手座,汉族,猴,B型,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
176810789,大专,168cm,已经购车,5000～10000元,已购住房,--,天秤座,汉族,鼠,B型,34岁,"丧偶,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
117809840,本科,169cm,暂未购车,10000～20000元,暂未购房,55公斤,金牛座,汉族,猴,保密,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
11736789,本科,162cm,暂未购车,20000～50000元,已购住房,56公斤,白羊座,汉族,兔,O型,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
3895906,本科,158cm,暂未购车,2000～5000元,暂未购房,40公斤,天秤座,汉族,猴,O型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
3397542,本科,171cm,已经购车,5000～10000元,与父母同住,--,天秤座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1957276,本科,165cm,已购车（经济型）,5000～10000元,已购房（无贷款）,55公斤,天蝎座,汉族,马,O型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1597999,硕士,163cm,暂未购车,2000～5000元,已购住房,50公斤,天蝎座,汉族,兔,AB型,42岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
1151985,本科,160cm,暂未购车,10000～20000元,已购住房,53公斤,处女座,汉族,蛇,B型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
138996817,大专,158cm,暂未购车,10000～20000元,与父母同住,--,射手座,汉族,猴,O型,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
136640932,本科,158cm,暂未购车,5000～10000元,独自租房,47公斤,天蝎座,汉族,狗,B型,36岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
134060154,高中中专及以下,170cm,暂未购车,2000～5000元,暂未购房,--,白羊座,汉族,蛇,B型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
114710645,大专,160cm,已购车（经济型）,2000～5000元,--,--,白羊座,--,猪,--,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
104326102,本科,166cm,已经购车,10000～20000元,与父母同住,56公斤,天蝎座,汉族,猴,AB型,37岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
96617361,硕士,160cm,--,2000～5000元,已购住房,50公斤,巨蟹座,汉族,狗,A型,36岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
90558716,高中中专及以下,155cm,暂未购车,2000～5000元,与人合租,45公斤,水瓶座,汉族,龙,--,42岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
84817572,硕士,165cm,--,20000～50000元,已购房（有贷款）,55公斤,双鱼座,汉族,羊,--,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
71270582,大专,160cm,暂未购车,2000～5000元,独自租房,53公斤,魔羯座,蒙古族,虎,AB型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
57738085,大专,168cm,暂未购车,2000～5000元,与父母同住,52公斤,天秤座,汉族,鼠,A型,34岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
53666503,硕士,166cm,暂未购车,5000～10000元,独自租房,--,水瓶座,--,蛇,--,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
28819089,本科,161cm,已购车（经济型）,5000～10000元,已购住房,--,双鱼座,汉族,猪,AB型,35岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
131861498,本科,164cm,--,5000～10000元,--,--,射手座,--,猪,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
130200676,硕士,163cm,暂未购车,10000～20000元,已购住房,55公斤,射手座,汉族,羊,B型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
119285012,大专,160cm,已购车（经济型）,10000～20000元,暂未购房,--,双鱼座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
105344437,大专,162cm,暂未购车,2000～5000元,与父母同住,--,白羊座,汉族,羊,O型,39岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
79419506,本科,160cm,暂未购车,2000～5000元,暂未购房,41公斤,射手座,汉族,兔,--,42岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
56799059,本科,162cm,暂未购车,10000～20000元,独自租房,45公斤,白羊座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
53504936,本科,164cm,暂未购车,5000～10000元,与父母同住,55公斤,双鱼座,汉族,猴,AB型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
52764591,本科,167cm,暂未购车,5000～10000元,暂未购房,49公斤,巨蟹座,汉族,马,O型,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
41222264,大专,160cm,暂未购车,5000～10000元,独自租房,46公斤,双鱼座,满族,马,B型,40岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
33305044,大专,163cm,已购车（经济型）,10000～20000元,独自租房,54公斤,狮子座,汉族,鸡,O型,37岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
28941038,大专,165cm,暂未购车,2000～5000元,暂未购房,--,双子座,汉族,羊,AB型,39岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
27272916,本科,159cm,暂未购车,2000～5000元,独自租房,45公斤,金牛座,汉族,蛇,O型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
22230825,本科,160cm,暂未购车,5000～10000元,独自租房,55公斤,天蝎座,汉族,牛,O型,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183277882,本科,165cm,暂未购车,10000～20000元,已购房（无贷款）,--,射手座,汉族,狗,保密,23岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183242503,本科,164cm,--,2000～5000元,--,--,金牛座,--,兔,--,19岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183200117,高中中专及以下,160cm,--,5000～10000元,--,--,双子座,汉族,猪,--,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183157796,本科,170cm,--,5000～10000元,--,--,白羊座,--,狗,--,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183140571,本科,163cm,暂未购车,5000～10000元,暂未购房,55公斤,魔羯座,汉族,鸡,B型,24岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
135266769,本科,162cm,暂未购车,5000～10000元,暂未购房,--,天秤座,汉族,狗,A型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
86727675,本科,163cm,--,2000～5000元,--,48公斤,水瓶座,汉族,鸡,O型,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
20233410,硕士,160cm,暂未购车,5000～10000元,住单位房,49公斤,射手座,汉族,猴,O型,37岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
14548118,大专,168cm,暂未购车,5000～10000元,与人合租,--,天蝎座,汉族,牛,O型,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
14170859,本科,166cm,暂未购车,2000～5000元,与父母同住,60公斤,处女座,汉族,狗,AB型,36岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
12100559,本科,168cm,已购车（经济型）,10000～20000元,住单位房,55公斤,射手座,汉族,羊,O型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
11963941,本科,169cm,暂未购车,2000～5000元,与父母同住,55公斤,处女座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183160194,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
177676200,本科,165cm,已购车（经济型）,5000～10000元,已购房（无贷款）,--,白羊座,汉族,猴,B型,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
103674001,高中中专及以下,159cm,暂未购车,5000～10000元,与父母同住,53公斤,白羊座,满族,马,AB型,40岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
102531341,本科,162cm,暂未购车,5000～10000元,已购房（无贷款）,--,狮子座,汉族,马,A型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
98434138,高中中专及以下,158cm,已经购车,10000～20000元,已购住房,58公斤,天蝎座,汉族,蛇,AB型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
93480126,大专,160cm,暂未购车,2000元以下,暂未购房,--,双子座,汉族,兔,A型,43岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
86208124,高中中专及以下,168cm,暂未购车,2000～5000元,与父母同住,75公斤,魔羯座,汉族,兔,A型,42岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
80518604,本科,170cm,已购车（豪华型）,2000～5000元,需要时购置,50公斤,处女座,汉族,狗,其它,24岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
79341418,本科,163cm,暂未购车,20000～50000元,已购房（无贷款）,50公斤,天蝎座,汉族,龙,B型,42岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
70346603,本科,168cm,暂未购车,2000～5000元,暂未购房,--,天蝎座,汉族,龙,O型,42岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
63045656,大专,160cm,暂未购车,5000～10000元,暂未购房,53公斤,白羊座,汉族,鸡,B型,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
54776213,高中中专及以下,160cm,--,10000～20000元,已购住房,--,白羊座,汉族,蛇,B型,41岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
50246900,高中中专及以下,165cm,暂未购车,5000～10000元,--,53公斤,天蝎座,汉族,虎,AB型,44岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
37358428,本科,167cm,暂未购车,10000～20000元,需要时购置,65公斤,水瓶座,汉族,羊,A型,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183182348,本科,170cm,已购车（中档型）,5000～10000元,已购房（无贷款）,46公斤,巨蟹座,汉族,鼠,AB型,22岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183163187,大专,155cm,--,10000～20000元,--,--,双鱼座,其它民族,牛,O型,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183149001,本科,160cm,暂未购车,5000～10000元,与父母同住,63公斤,白羊座,汉族,狗,O型,24岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183132992,本科,160cm,单位用车,5000～10000元,独自租房,--,天秤座,汉族,牛,O型,21岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183125165,本科,170cm,--,5000～10000元,--,--,白羊座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183086593,本科,162cm,已购车（经济型）,10000～20000元,暂未购房,--,射手座,汉族,鸡,B型,36岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
179776898,博士,167cm,暂未购车,10000～20000元,独自租房,--,魔羯座,汉族,猪,保密,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
156720932,大专,168cm,已购车（中档型）,20000～50000元,暂未购房,50公斤,巨蟹座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
150588785,博士,170cm,暂未购车,2000～5000元,暂未购房,56公斤,射手座,满族,龙,O型,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
23504745,本科,156cm,暂未购车,2000～5000元,暂未购房,45公斤,双鱼座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
22829746,硕士,175cm,暂未购车,10000～20000元,与人合租,62公斤,天蝎座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
20882187,大专,165cm,暂未购车,10000～20000元,暂未购房,57公斤,天蝎座,--,龙,O型,42岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
14443819,本科,166cm,暂未购车,5000～10000元,与父母同住,--,天秤座,汉族,兔,保密,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183152797,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,龙,--,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183150003,本科,170cm,--,5000～10000元,--,--,双鱼座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183137453,本科,160cm,--,10000～20000元,--,--,天蝎座,--,猴,--,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183129078,本科,170cm,--,5000～10000元,--,--,射手座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183128633,本科,170cm,--,5000～10000元,--,--,金牛座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183126998,本科,170cm,--,5000～10000元,--,--,双鱼座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183122632,本科,170cm,--,5000～10000元,--,--,处女座,--,猴,--,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
165935578,本科,164cm,暂未购车,2000～5000元,暂未购房,--,水瓶座,汉族,狗,A型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
142810663,大专,167cm,--,5000～10000元,--,49公斤,白羊座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
122238177,高中中专及以下,158cm,暂未购车,2000～5000元,暂未购房,55公斤,水瓶座,汉族,狗,O型,36岁,离异,打开页面自动推荐 男 43岁 20k-50k.xlsx
14296273,大专,163cm,暂未购车,2000～5000元,已购住房,50公斤,狮子座,汉族,羊,B型,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
12501477,本科,160cm,--,2000～5000元,--,56公斤,巨蟹座,汉族,猴,B型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
2968126,本科,171cm,已经购车,2000～5000元,已购住房,--,水瓶座,汉族,猴,A型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1742725,本科,159cm,已购车（中档型）,10000～20000元,暂未购房,50公斤,天蝎座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
94721257,大专,160cm,--,2000元以下,--,50公斤,天蝎座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
85845323,本科,162cm,暂未购车,5000～10000元,与父母同住,--,天秤座,汉族,猴,O型,38岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
85129303,高中中专及以下,155cm,暂未购车,2000～5000元,独自租房,--,天蝎座,汉族,马,A型,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
77782459,本科,169cm,--,10000～20000元,--,56公斤,射手座,汉族,兔,A型,42岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
70569434,本科,161cm,暂未购车,2000～5000元,暂未购房,50公斤,巨蟹座,汉族,鼠,B型,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
64989528,本科,160cm,暂未购车,5000～10000元,独自租房,50公斤,天秤座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
59823101,本科,164cm,--,5000～10000元,--,--,金牛座,汉族,兔,B型,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
56904342,大专,168cm,暂未购车,2000～5000元,住单位房,--,天秤座,汉族,马,AB型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
52669623,大专,172cm,已购车（经济型）,5000～10000元,暂未购房,62公斤,天蝎座,汉族,兔,A型,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
46878156,本科,158cm,暂未购车,5000～10000元,与父母同住,51公斤,天蝎座,汉族,羊,B型,38岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
44294851,高中中专及以下,165cm,暂未购车,5000～10000元,暂未购房,54公斤,巨蟹座,汉族,羊,A型,39岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
40304416,大专,160cm,暂未购车,2000～5000元,已购住房,55公斤,水瓶座,汉族,羊,A型,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
33823380,高中中专及以下,163cm,暂未购车,2000元以下,与父母同住,70公斤,天蝎座,汉族,蛇,O型,41岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
33327860,高中中专及以下,158cm,暂未购车,5000～10000元,独自租房,48公斤,水瓶座,汉族,羊,O型,39岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183054414,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183014744,本科,170cm,--,5000～10000元,--,--,双鱼座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183011974,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183008595,本科,170cm,--,5000～10000元,--,--,金牛座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182993644,硕士,160cm,暂未购车,5000～10000元,独自租房,46公斤,水瓶座,汉族,猴,AB型,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182982639,大专,165cm,--,5000～10000元,住单位房,56公斤,双子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182971547,本科,170cm,--,5000～10000元,--,--,白羊座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182970948,本科,170cm,--,5000～10000元,--,--,双鱼座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182943603,本科,160cm,--,5000～10000元,--,--,巨蟹座,--,鼠,--,22岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
8653106,大专,172cm,已购车（中档型）,5000～10000元,与父母同住,50公斤,天秤座,汉族,猪,B型,35岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
4491942,大专,160cm,暂未购车,2000～5000元,与人合租,52公斤,魔羯座,汉族,龙,O型,41岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
3397542,本科,171cm,已经购车,5000～10000元,与父母同住,--,天秤座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
2793268,本科,160cm,暂未购车,2000～5000元,与人合租,70公斤,射手座,满族,龙,B型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
1957276,本科,165cm,已购车（经济型）,5000～10000元,已购房（无贷款）,55公斤,天蝎座,汉族,马,O型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182947045,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182976673,本科,170cm,--,5000～10000元,--,--,白羊座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
183005365,博士,167cm,--,5000～10000元,--,--,水瓶座,--,鼠,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182968496,本科,170cm,--,5000～10000元,--,--,白羊座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182948311,本科,170cm,--,5000～10000元,--,--,水瓶座,--,猪,--,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182642229,大专,165cm,已购车（中档型）,20000～50000元,与父母同住,47公斤,水瓶座,汉族,鸡,保密,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
173378589,大专,160cm,暂未购车,5000～10000元,暂未购房,50公斤,双鱼座,汉族,猴,其它,26岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
115755312,本科,166cm,暂未购车,5000～10000元,住单位房,--,魔羯座,汉族,兔,B型,30岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
82926386,硕士,156cm,暂未购车,20000～50000元,已购房（有贷款）,50公斤,处女座,汉族,虎,B型,32岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
47496039,大专,156cm,暂未购车,5000～10000元,独自租房,--,天蝎座,汉族,猴,--,38岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
21801389,本科,157cm,暂未购车,5000～10000元,已购房（无贷款）,46公斤,处女座,蒙古族,兔,AB型,43岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
21756312,大专,160cm,已经购车,5000～10000元,已购住房,--,金牛座,汉族,猴,A型,38岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
182970581,本科,170cm,--,5000～10000元,--,--,金牛座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182969565,本科,174cm,--,5000～10000元,--,--,双子座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182968326,本科,170cm,--,5000～10000元,--,--,金牛座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182955394,本科,156cm,--,2000～5000元,--,--,白羊座,--,猴,--,26岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
182887620,本科,160cm,--,5000～10000元,--,--,天蝎座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182887070,本科,164cm,--,5000～10000元,--,--,巨蟹座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182856362,本科,170cm,--,5000～10000元,--,--,处女座,--,鸡,--,37岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
176503547,大专,150cm,暂未购车,2000～5000元,与人合租,--,双子座,汉族,羊,O型,27岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
14954233,大专,160cm,暂未购车,2000～5000元,独自租房,60公斤,处女座,汉族,牛,AB型,33岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
14396189,高中中专及以下,167cm,暂未购车,2000元以下,与父母同住,60公斤,魔羯座,汉族,龙,O型,41岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
12798384,大专,160cm,暂未购车,5000～10000元,与父母同住,50公斤,金牛座,汉族,鼠,A型,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
12488088,大专,168cm,已购车（经济型）,10000～20000元,已购房（有贷款）,60公斤,双子座,汉族,兔,A型,43岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
3606580,本科,160cm,暂未购车,5000～10000元,已购住房,45公斤,双子座,汉族,龙,O型,42岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 20k-50k.xlsx
182946494,本科,170cm,--,5000～10000元,--,--,水瓶座,--,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
182919276,本科,166cm,--,2000～5000元,--,--,白羊座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
165611160,高中中专及以下,163cm,暂未购车,5000～10000元,与人合租,55公斤,天秤座,汉族,虎,保密,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
150323348,本科,161cm,暂未购车,50000元以上,已购住房,50公斤,巨蟹座,汉族,马,O型,40岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
134280132,高中中专及以下,164cm,暂未购车,2000～5000元,与人合租,56公斤,水瓶座,汉族,龙,A型,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
122248403,大专,167cm,暂未购车,2000～5000元,已购房（无贷款）,--,双鱼座,汉族,马,--,40岁,"离异,无小孩",打开页面自动推荐 男 43岁 20k-50k.xlsx
99276946,本科,164cm,需要时购置,10000～20000元,住单位房,50公斤,处女座,汉族,蛇,其它,29岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
81251516,本科,160cm,单位用车,10000～20000元,需要时购置,--,金牛座,汉族,猪,保密,35岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
19844538,大专,155cm,暂未购车,5000～10000元,暂未购房,45公斤,天蝎座,汉族,猪,B型,35岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 20k-50k.xlsx
19829137,大专,150cm,暂未购车,5000～10000元,已购住房,40公斤,白羊座,汉族,虎,A型,32岁,未婚,打开页面自动推荐 男 43岁 20k-50k.xlsx
